entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
429,Scotland,6,1,6,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,pitlochry,car,21-40,9,NA,NA
430,Scotland,1,1,0,1,Very easy,self-catered,Good,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,Yes,Good,NA,NA,car,comrie,car,> 60,2,NA,NA
431,Other UK,1,1,0,0,Average,campsite,Good,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Good,Good,Excellent,No,NA,NA,NA,car,comrie croft,car,> 60,2,NA,NA
432,Other UK,10,1,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Good,Good,Yes,Good,NA,NA,car,comrie croft,car,41-60,10,NA,NA
433,Other UK,2,0,0,0,Average,campsite,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,NA,Good,Average,No,NA,NA,aberdeen,car,comrie,car,41-60,2,-2.20397997,57.1669693
434,Scotland,1,0,0,0,Very easy,campsite,Good,NA,Excellent,"Days 4 & 6 too easy, very simple navigation Loved day 5",Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,Yes,Good,NA,NA,car,"crieff x5 nights, dunkeld x 2 nights",car,41-60,1,NA,NA
435,Other UK,3,0,0,0,Very easy,self-catered,Excellent,Ideally the finish run-in in the race arena,Good,NA,Good,NA,I don't like the current use of scoring using daily positions and I feel middle distance events are even less suited to this as you get more people very close together.,Yes,NA,Excellent,Excellent,No,NA,"change to online daily news i did feel i missed a few bits of information. maybe that's me needing to get used to it but it does oblige people to go online the morning of the event, which they might prefer not to or not be possible.",edinburgh,car,monzie,car,> 60,3,-3.27825999,55.91119003
436,Other UK,4,0,1,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,"Shortened Longs would be better with just 10 min shorter winning times. Day 6 Middle was too short and more like Sprint winning times, and the area not big enough for a 6 days.",Yes,NA,Excellent,Excellent,Yes,Excellent,tried a few times to get arena results on phone but failed to manage it.,NA,car,lochearnhead,car,41-60,7,NA,NA
437,Other UK,1,3,0,0,Very easy,self-catered,Excellent,NA,Good,Day 4 was below standard. Many legs on TD5 were TD3,Not interested in social programme,NA,But 2 were good and were happy with that,Yes,NA,Good,Excellent,No,NA,ensure that all the areas are to be expected for this level of event.,NA,car,kilin,car,< 21,11,NA,NA
438,Other UK,2,0,0,0,Easy,campsite,Good,Excelkent,Average,Loved the courses,Not interested in social programme,We went to the Friday evening event - it was grear,NA,Yes,NA,Average,Excellent,No,NA,NA,edinburgh,car,crieff hydro,car,> 60,2,-3.27825999,55.91119003
439,Other UK,1,0,0,0,Easy,with friends,Good,NA,Good,NA,Good,NA,NA,Yes,NA,Good,Good,No,NA,NA,NA,car,perth,car,21-40,1,NA,NA
440,Other UK,2,0,0,0,Very easy,campsite,Excellent,NA,Excellent,"Would be excellent but found Day 4 a bit easy and not navigationally challeging (on M21E), probably the area more than the planning itself.",Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Average,Yes,Excellent,NA,NA,car,comrie,car,41-60,2,NA,NA
441,Other Europe,1,2,0,2,Average,hotel/B&B,Good,NA,Good,Day 3 - excellent  day 4 - disappointing area Day 5 - Craig a Barns. - course 7 - 1st half OK 2nd half pathetic for W75 and M80's (sorry).,Not interested in social programme,NA,"the 1:7,500 scale map for Day 3 was fantastic and really appreciated. Why didn't we have more 7,500 scale maps? please can it be considered for the next 6 Days.  please remember that older competitors still like to orienteer on the run and you can't do that if the map isn't clear because of failing eyesight. if you want to keep the great many older competitors then you need to look after us better.",Yes,Good,Good,Good,No,NA,"1:7,500 scale maps for m/w 60 plus every day.",NA,car,doune,car,41-60,2,NA,NA
442,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,This is probably going to be our last Scottish 6 days due to dogs not being allowed at the Assembly area. This had a significant affect on our day and it was not enjoyable having to get back for the dogs who were either tethered in the car park or caged in the vehicle. This spoiled our who experience.,Excellent,NA,Not interested in social programme,"we did not use it,.",NA,Yes,Excellent,Excellent,Excellent,Yes,Excellent,NA,NA,car,st fillans/blair athol/faskelly,car,> 60,2,NA,NA
443,Scotland,3,0,2,0,Easy,with friends,Excellent,NA,Excellent,"Days 1,3,6 were excellent. Days 2 and 4 made the most of the areas however was expecting a long technical forest race on day 5 but was actually half on moorland and not especially hard",Good,NA,Could do with a proper long day with EWT ~70mins as not many long distances on the calendar outside of HK and BOC,Yes,Average,Average,Average,Yes,Average,wifi range was not great,NA,car,comrie,car,> 60,6,NA,NA
444,Other UK,2,0,2,0,Very easy,campsite,Good,NA,Good,NA,Not interested in social programme,I would perhaps have enjoyed an this sport bar where like-minded people could socialise. Couldn't you have nominated one? Limited stuff for the kids.,I loved the middle races the most.  2 would be a good balance.,Yes,NA,Good,Average,No,NA,brilliant results service apart from when the local wifi dropped out.,perth and kinross,car,dunblane,car,41-60,4,-3.88479996,56.57529068
445,Other Europe,5,0,0,0,Easy,self-catered,Good,"*The Daily News should have been implemented on the website before Day 1.  *Some of the walks to the Start were a bit over physical, some older competitions who used sticks didn’t make it some days, not “Sport for All” *Not sure the quality of some of the areas were worth the  compromise of having split arenas or long walks to arenas, seem to be getting away from the 6 day ethos of everything close together",Average,NA,Not interested in social programme,NA,NA,No,Good,Average,Excellent,No,NA,the arena wifi was good when it worked but was a bit overwhelmed sometimes,edinburgh,air,muthill,bus,41-60,5,-3.27825999,55.91119003
446,Scotland,2,0,3,0,Average,campsite,Good,I feel that start times should be known at an earlier stage to allow better personal planning of transport / leave / drive times. Printed programme comes too late. Online format is too small to use effectively - we are all getting older! I mourn the loss of the daily newsletter.,Good,NA,Not interested in social programme,NA,NA,No,Average,Excellent,Good,Yes,Good,NA,NA,car,crieff,car,41-60,5,NA,NA
447,Other UK,1,0,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,Good,Excellent,Good,No,NA,NA,NA,bus,travel lodge perth,bus,41-60,1,NA,NA
448,Other UK,12,0,1,0,Very easy,self-catered,Poor,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,41-60,12,NA,NA
449,Other UK,7,0,3,6,Easy,self-catered,Good,NA,Average,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Good,No,NA,NA,NA,car,comrie & inver mill,car,21-40,9,NA,NA
450,Other UK,1,2,0,0,Very easy,campsite,Excellent,"Very well organised this year, no queues for parking fields and minimal for loos. Lovely race arenas and areas, we thought the whole event was excellent!",Excellent,NA,Good,NA,"We liked having a middle distance race on the final day, it meant we were less tired driving home and was a nice sociable way to end the week.",Yes,NA,Good,Excellent,No,NA,NA,NA,car,aberfeldy,car,> 60,2,NA,NA
451,Rest of the World,3,0,0,0,Very easy,self-catered,Excellent,Extremely well organised. Many thanks to all involved.,Excellent,"Most of the courses were very good, but as a W55 ( & therefore doing a shorter course), it is frustrating to go downhill for only 1 control, then up & back down again - Day 4.  Day 2 impassable river was also a problem - a bit surprising that neither planner or controller foresaw the issue (never use an impassable feature to create route choice)  However, I do not wish to seem critical - so many courses to sort out - and the events were very enjoyable.",Good,"Garden tours sold out v quickly, so I was unable to buy a ticket.  Caller at ceilidh was v good.",2 middle distance events worked well.,Yes,Good,Excellent,Average,Yes,Good,"the campsite generally worked well, with the large field reserved for 6 days competitors. initially facilities were a bit short, but more portaloos were added & the campsite opened up additional showers & toilets.  washing up facilities remained insufficient (only 3 sinks)  i would suggest that nos of toilets/showers & sinks are checked beforehand, to ensure a campsite understands orienteers' requirements.",NA,car,comrie croft,car,> 60,3,NA,NA
452,Other UK,1,0,0,0,Very easy,hotel/B&B,Excellent,"Very impressive, everyone involved should feel proud of their contribution.",Good,Disappointing that the issues with the forbidden river crossing on day 2 weren't foreseen.,Not interested in social programme,NA,Worked well to have the middles at the end of each block of days.,Yes,NA,Good,Good,No,NA,some of the starts were a long walk in for the bairns.  worth planning for the white start to be closer.,stirling,car,at home (dunblane),car,> 60,1,-4.32595015,56.24953079
